event_name,event_date,event_status
"Campus Arts and Culture Training",2025-02-04,Completed
"Language and Literature and Robotics Orientation",2025-09-20,Completed
"Tourism Camp",2024-10-02,Completed
"Arts and Culture Assembly",2023-03-30,Completed
"Robotics and Digital Literacy Showcase",2026-06-06,Upcoming
"University-Wide Financial Literacy Expo",2026-04-20,Completed
"Campus Robotics Workshop",2025-07-14,Completed
"Public Speaking and Alumni Engagement Series",2023-04-01,Completed
"Teacher Training Workshop",2024-11-18,Completed
"Alumni Engagement Series",2023-02-09,Completed
"Wellness and Career Development Symposium",2023-09-03,Completed
"Health Awareness and Public Speaking Seminar",2023-11-04,Completed
"Nursing Care Series",2026-12-05,Upcoming
"Alumni Engagement Bootcamp",2025-08-18,Completed
"Regional Digital Literacy Conference",2023-03-29,Completed
"Wellness Seminar",2026-02-13,Completed
"University-Wide Leadership Training",2026-02-21,Completed
"Health Awareness and Disaster Preparedness Expo",2026-12-21,Upcoming
"Leadership Dialogue",2023-03-16,Completed
"Athletics and Inclusive Education Forum",2026-01-10,Completed
"Business Management Symposium",2023-03-28,Completed
"Campus Journalism and Disaster Preparedness Orientation",2023-08-30,Completed
"Science Education Conference",2025-03-11,Completed
"Engineering Design Showcase",2026-09-26,Upcoming
"Mental Health Orientation",2025-10-04,Completed
"Interdepartmental Environmental Awareness Assembly",2025-08-25,Completed
"Data Analytics Symposium",2024-07-14,Completed
"Alumni Engagement and Volunteerism Dialogue",2025-08-23,Completed
"Community Outreach and Career Development Training",2026-02-01,Completed
"Language and Literature and Campus Journalism Fair",2025-11-12,Completed
"Science Education and Teacher Training Dialogue",2023-03-17,Completed
"Community Service Learning Fair",2026-02-16,Completed
"Annual Career Development Workshop",2024-04-24,Completed
"University-Wide Health Awareness Workshop",2024-06-22,Completed
"Disaster Preparedness and Mental Health Mentoring Day",2025-11-20,Completed
"Public Speaking Fair",2023-07-14,Completed
"Community Digital Literacy Camp",2023-05-09,Completed
"Community Entrepreneurship Congress",2023-11-19,Completed
"Annual Arts and Culture Conference",2023-09-13,Completed
"Athletics Dialogue",2024-07-10,Completed
"Cybersecurity and Teacher Training Symposium",2023-04-04,Completed
"Nursing Care Showcase",2023-07-17,Completed
"Innovation and Psychology Series",2026-11-23,Upcoming
"Creative Robotics Camp",2025-12-09,Completed
"Academic Excellence and Business Management Learning Session",2025-06-27,Completed
"Teaching Excellence and Engineering Design Workshop",2025-09-04,Completed
"Language and Literature and Cybersecurity Showcase",2026-10-20,Upcoming
"Student Robotics Camp",2024-01-26,Completed
"Campus Student Government Summit",2025-04-09,Completed
"Public Speaking Symposium",2025-01-06,Completed
"Engineering Design Series",2025-11-27,Completed
"Annual Community Outreach Seminar",2023-05-27,Completed
"Service Learning Symposium",2026-10-21,Upcoming
"Mental Health and Academic Excellence Seminar",2026-08-26,Upcoming
"Young Leaders Teaching Excellence Seminar",2024-02-02,Completed
"Service Learning and Mental Health Bootcamp",2026-02-20,Completed
"Faculty Cybersecurity Learning Session",2023-09-03,Completed
"Community Mental Health Colloquium",2023-07-09,Completed
"Leadership and Innovation Mentoring Day",2024-03-07,Completed
"Business Management Symposium",2026-12-09,Upcoming
"Academic Excellence Camp",2023-04-30,Completed
"Financial Literacy and Business Management Orientation",2026-06-23,Upcoming
"Teacher Training Series",2026-05-27,Upcoming
"Debate and Inclusive Education Showcase",2024-01-22,Completed
"Community Student Government Series",2025-03-23,Completed
"Student Government Camp",2025-03-06,Completed
"Volunteerism Workshop",2025-01-06,Completed
"Young Leaders Inclusive Education Training",2026-12-28,Upcoming
"Hospitality and Inclusive Education Series",2025-06-05,Completed
"Student Government Learning Session",2026-06-09,Upcoming
"Sustainability Camp",2024-12-15,Completed
"Disaster Preparedness and Environmental Awareness Assembly",2026-11-12,Upcoming
"Young Leaders Teacher Training Assembly",2026-09-15,Upcoming
"Creative Service Learning Workshop",2023-01-22,Completed
"Volunteerism and Business Management Training",2025-04-28,Completed
"Leadership Training",2025-12-29,Completed
"Young Leaders Hospitality Fair",2025-03-21,Completed
"Service Learning and Campus Journalism Forum",2024-06-12,Completed
"Media Production Learning Session",2024-02-12,Completed
"Community Data Analytics Expo",2026-12-15,Upcoming
"Career Development Forum",2024-10-25,Completed
"Research Summit",2026-10-22,Upcoming
"STEM Expo",2026-10-17,Upcoming
"Psychology Forum",2026-01-19,Completed
"Language and Literature Learning Session",2026-08-24,Upcoming
"Business Management Forum",2024-01-17,Completed
"Inclusive Digital Literacy Seminar",2023-07-11,Completed
"Psychology Dialogue",2023-02-24,Completed
"Regional Research Bootcamp",2025-04-01,Completed
"Cybersecurity Expo",2023-06-04,Completed
"Creative Career Development Bootcamp",2025-11-07,Completed
"Financial Literacy Summit",2025-05-04,Completed
"Young Leaders Arts and Culture Dialogue",2026-09-11,Upcoming
"Financial Literacy Bootcamp",2025-10-22,Completed
"Public Speaking and Financial Literacy Dialogue",2025-12-03,Completed
"Public Speaking and Wellness Forum",2024-04-20,Completed
"Tourism Mentoring Day",2025-10-19,Completed
"Research Showcase",2023-04-14,Completed
"Data Analytics Forum",2025-08-20,Completed
"Environmental Awareness Camp",2025-02-17,Completed
"STEM Summit",2023-02-27,Completed
"Faculty Robotics Colloquium",2025-04-23,Completed
"Regional Data Analytics Showcase",2024-12-18,Completed
"Engineering Design Workshop",2025-10-23,Completed
"Community Athletics Learning Session",2026-12-22,Upcoming
"Mental Health Mentoring Day",2023-11-30,Completed
"Community STEM Training",2026-07-30,Upcoming
"Future-Ready Environmental Awareness Workshop",2023-12-24,Completed
"Future-Ready Leadership Colloquium",2025-12-09,Completed
"University-Wide Community Outreach Orientation",2023-05-20,Completed
"Entrepreneurship and Leadership Symposium",2025-12-09,Completed
"Tourism Camp",2023-05-04,Completed
"Academic Excellence and Financial Literacy Workshop",2025-03-30,Completed
"Creative Business Management Learning Session",2024-12-25,Completed
"Service Learning and Academic Excellence Conference",2025-10-02,Completed
"Alumni Engagement and Service Learning Workshop",2023-12-15,Completed
"Arts and Culture Showcase",2024-11-17,Completed
"Wellness Expo",2024-04-08,Completed
"Nursing Care Forum",2023-01-09,Completed
"Entrepreneurship Orientation",2024-01-09,Completed
"Faculty Science Education Training",2025-11-26,Completed
"College Mental Health Congress",2025-10-30,Completed
"Inclusive Media Production Learning Session",2024-06-26,Completed
"Campus Leadership Camp",2023-10-29,Completed
"Science Education Training",2026-03-02,Completed
"Alumni Engagement and Leadership Showcase",2023-03-18,Completed
"Faculty Health Awareness Training",2025-07-30,Completed
"Hospitality Forum",2023-02-21,Completed
"Innovation and Digital Literacy Orientation",2024-07-15,Completed
"Teacher Training and Campus Journalism Learning Session",2023-06-08,Completed
"Interdepartmental Student Government Learning Session",2025-05-27,Completed
"Disaster Preparedness Series",2025-03-23,Completed
"Leadership and Disaster Preparedness Symposium",2025-06-05,Completed
"Service Learning and Tourism Forum",2023-08-29,Completed
"Service Learning and Research Learning Session",2026-11-23,Upcoming
"Wellness and Business Management Symposium",2023-10-12,Completed
"Debate and Leadership Forum",2026-03-10,Completed
"Engineering Design and Public Speaking Showcase",2024-12-10,Completed
"Debate and Robotics Workshop",2023-11-13,Completed
"Young Leaders Teaching Excellence Training",2023-04-12,Completed
"Psychology and Alumni Engagement Colloquium",2023-06-29,Completed
"Wellness and Financial Literacy Orientation",2023-07-12,Completed
"Inclusive Research Seminar",2023-04-08,Completed
"Regional Data Analytics Assembly",2025-12-30,Completed
"Alumni Engagement and Student Government Showcase",2023-07-02,Completed
"Applied Media Production Orientation",2025-02-09,Completed
"University-Wide Public Speaking Series",2024-12-03,Completed
"Entrepreneurship Workshop",2025-01-04,Completed
"Athletics and Hospitality Camp",2026-06-25,Upcoming
"Applied Sustainability Orientation",2023-04-22,Completed
"Media Production and Cybersecurity Expo",2026-08-18,Upcoming
"Science Education and Innovation Assembly",2026-08-29,Upcoming
"Campus Journalism and Wellness Camp",2023-10-13,Completed
"Faculty Community Outreach Series",2025-10-19,Completed
"Language and Literature and Sustainability Assembly",2024-05-16,Completed
"Applied Debate Congress",2023-12-18,Completed
"Media Production Seminar",2026-04-21,Ongoing
"Teacher Training Colloquium",2026-05-29,Upcoming
"Future-Ready Wellness Orientation",2026-09-10,Upcoming
"Industry-Academe Community Outreach Congress",2023-11-25,Completed
"Data Analytics Assembly",2023-08-27,Completed
"Nursing Care Fair",2023-02-27,Completed
"Young Leaders STEM Symposium",2023-01-02,Completed
"Wellness and Nursing Care Colloquium",2025-11-15,Completed
"Language and Literature and Sustainability Showcase",2025-10-04,Completed
"Psychology and Wellness Workshop",2025-08-02,Completed
"Digital Literacy and Innovation Dialogue",2026-06-13,Upcoming
"Student Government Bootcamp",2024-12-21,Completed
"Psychology and STEM Forum",2026-04-05,Completed
"Career Development Colloquium",2026-01-18,Completed
"Digital Literacy and Campus Journalism Symposium",2023-07-26,Completed
"Industry-Academe Career Development Series",2024-06-09,Completed
"Annual Academic Excellence Training",2024-01-11,Completed
"Faculty STEM Conference",2026-12-08,Upcoming
"Creative Innovation Learning Session",2025-05-29,Completed
"Public Speaking Training",2025-12-02,Completed
"Psychology Dialogue",2024-03-24,Completed
"Campus Journalism and Data Analytics Orientation",2025-02-24,Completed
"Inclusive Arts and Culture Workshop",2024-10-19,Completed
"Young Leaders Cybersecurity Symposium",2026-02-06,Completed
"Community Public Speaking Forum",2024-05-28,Completed
"Community Outreach and Public Speaking Colloquium",2026-07-02,Upcoming
"Cybersecurity Summit",2025-12-12,Completed
"Young Leaders Public Speaking Symposium",2026-12-08,Upcoming
"Debate and Student Government Congress",2023-09-06,Completed
"Applied Hospitality Mentoring Day",2026-04-06,Completed
"University-Wide Innovation Seminar",2026-03-08,Completed
"Tourism and Entrepreneurship Learning Session",2023-11-23,Completed
"Entrepreneurship Colloquium",2025-10-05,Completed
"Campus Disaster Preparedness Camp",2024-04-12,Completed
"Wellness and Science Education Forum",2025-07-20,Completed
"STEM and Psychology Camp",2023-08-05,Completed
"Public Speaking and Community Outreach Showcase",2023-10-20,Completed
"Robotics and Environmental Awareness Dialogue",2025-12-02,Completed
"Mental Health and Nursing Care Bootcamp",2025-07-04,Completed
"University-Wide Community Outreach Showcase",2025-05-15,Completed
"Annual Environmental Awareness Workshop",2024-12-16,Completed
"Inclusive Digital Literacy Seminar",2023-01-17,Completed
"Research and Disaster Preparedness Series",2025-04-11,Completed
"Academic Excellence Symposium",2025-07-06,Completed
"Student Financial Literacy Fair",2024-04-20,Completed
"Robotics Assembly",2023-05-22,Completed
"Innovation Seminar",2026-08-23,Upcoming
"Interdepartmental Volunteerism Mentoring Day",2024-04-24,Completed
"Science Education Workshop",2025-04-03,Completed
"Financial Literacy and Debate Dialogue",2024-03-21,Completed
"Engineering Design Series",2023-01-28,Completed
"Research Congress",2026-03-29,Completed
"Campus Journalism and Financial Literacy Colloquium",2024-09-01,Completed
"Campus Journalism Series",2024-01-05,Completed
"Hospitality Conference",2023-12-31,Completed
"Regional Science Education Training",2024-08-11,Completed
"Sustainability and Financial Literacy Congress",2023-08-21,Completed
"College Sustainability Orientation",2024-03-11,Completed
"University-Wide Leadership Assembly",2026-07-31,Upcoming
"Hospitality and Mental Health Dialogue",2026-03-22,Completed
"Community Outreach Expo",2024-06-03,Completed
"Psychology and Leadership Bootcamp",2026-08-12,Upcoming
"Inclusive Education and Disaster Preparedness Assembly",2025-08-27,Completed
"Career Development and Alumni Engagement Assembly",2026-12-11,Upcoming
"Industry-Academe Inclusive Education Forum",2026-10-23,Upcoming
"Digital Literacy and Community Outreach Workshop",2023-11-22,Completed
"Applied Hospitality Seminar",2023-01-10,Completed
"Young Leaders Research Orientation",2026-09-02,Upcoming
"Data Analytics and Cybersecurity Showcase",2023-02-01,Completed
"Engineering Design and Environmental Awareness Congress",2023-03-12,Completed
"Hospitality Series",2023-02-08,Completed
"College Language and Literature Mentoring Day",2024-12-24,Completed
"Engineering Design Colloquium",2026-09-06,Upcoming
"Campus Journalism Mentoring Day",2025-07-24,Completed
"Leadership Series",2024-05-15,Completed
"Teaching Excellence and Academic Excellence Workshop",2025-11-17,Completed
"Service Learning and Science Education Colloquium",2024-01-08,Completed
"Athletics and Arts and Culture Bootcamp",2023-05-19,Completed
"Annual Athletics Series",2024-10-11,Completed
"Public Speaking Workshop",2026-11-22,Upcoming
"Alumni Engagement Training",2026-02-20,Completed
"Community Outreach and Sustainability Showcase",2023-02-28,Completed
"Career Development Congress",2024-01-12,Completed
"Volunteerism and Teacher Training Orientation",2023-10-31,Completed
"Academic Excellence Fair",2023-07-24,Completed
"Interdepartmental Arts and Culture Conference",2026-09-16,Upcoming
"Academic Excellence Expo",2024-02-08,Completed
"Community Outreach Bootcamp",2024-05-27,Completed
"Faculty Digital Literacy Forum",2024-12-06,Completed
"Sustainability and Media Production Summit",2025-07-26,Completed
"Leadership Fair",2024-06-08,Completed
"Academic Excellence Colloquium",2026-06-06,Upcoming
"Innovation Series",2024-01-10,Completed
"Disaster Preparedness Expo",2024-01-26,Completed
"Alumni Engagement Mentoring Day",2025-09-01,Completed
"Regional Engineering Design Training",2025-11-14,Completed
"STEM and Psychology Mentoring Day",2026-12-05,Upcoming
"Industry-Academe Inclusive Education Workshop",2026-03-09,Completed
"Campus Journalism Mentoring Day",2024-04-05,Completed
"Disaster Preparedness Mentoring Day",2023-02-11,Completed
"Industry-Academe Environmental Awareness Colloquium",2023-05-30,Completed
"Public Speaking Bootcamp",2026-12-09,Upcoming
"Research Assembly",2026-10-27,Upcoming
"Creative Public Speaking Forum",2024-09-11,Completed
"Data Analytics Symposium",2026-12-02,Upcoming
"Regional Business Management Learning Session",2025-04-07,Completed
"Faculty Arts and Culture Fair",2025-02-25,Completed
"Alumni Engagement and Health Awareness Camp",2025-10-08,Completed
"Data Analytics Training",2025-12-08,Completed
"Environmental Awareness and Leadership Symposium",2026-06-13,Upcoming
"Disaster Preparedness and Academic Excellence Assembly",2025-10-23,Completed
"Interdepartmental Data Analytics Forum",2026-12-21,Upcoming
"Student Government and Academic Excellence Summit",2023-09-18,Completed
"Sustainability Mentoring Day",2024-02-28,Completed
"Media Production Mentoring Day",2025-12-06,Completed
"Faculty Language and Literature Forum",2024-07-25,Completed
"Student Government and Arts and Culture Fair",2026-10-10,Upcoming
"Applied Mental Health Orientation",2023-06-25,Completed
"Innovation and Debate Camp",2026-11-29,Upcoming
"Media Production and Debate Series",2025-11-02,Completed
"Athletics Fair",2025-08-18,Completed
"Young Leaders Cybersecurity Assembly",2025-01-07,Completed
"Campus Digital Literacy Dialogue",2024-08-03,Completed
"Leadership Bootcamp",2023-07-11,Completed
"Psychology Conference",2023-09-30,Completed
"University-Wide Robotics Bootcamp",2023-12-13,Completed
"Volunteerism Summit",2026-05-09,Upcoming
"Research Series",2025-03-02,Completed
"Inclusive Education and Arts and Culture Workshop",2023-02-14,Completed
"Creative Science Education Colloquium",2026-04-26,Upcoming
"Creative Disaster Preparedness Camp",2026-07-07,Upcoming
"College Academic Excellence Mentoring Day",2024-09-23,Completed
"Cybersecurity Expo",2024-12-04,Completed
"Community Outreach Conference",2024-07-13,Completed
"College Career Development Series",2026-09-26,Upcoming
"Cybersecurity Symposium",2025-10-03,Completed
"Hospitality Congress",2023-05-18,Completed
"Public Speaking Dialogue",2024-04-15,Completed
"Cybersecurity and Media Production Dialogue",2024-07-22,Completed
"Regional Hospitality Training",2024-11-07,Completed
"Annual Campus Journalism Series",2026-11-17,Upcoming
"College Language and Literature Summit",2023-10-02,Completed
"Entrepreneurship Showcase",2024-05-04,Completed
"Athletics and Academic Excellence Bootcamp",2025-07-25,Completed
"Data Analytics Forum",2025-12-08,Completed
"Industry-Academe Mental Health Congress",2025-04-26,Completed
"Creative Athletics Expo",2023-04-27,Completed
"Business Management and Nursing Care Bootcamp",2026-05-07,Upcoming
"Campus Campus Journalism Assembly",2026-05-11,Upcoming
"Environmental Awareness and Student Government Dialogue",2025-10-12,Completed
"Sustainability Bootcamp",2023-06-12,Completed
"Sustainability Bootcamp",2023-04-18,Completed
"Athletics Training",2024-01-09,Completed
"Creative Academic Excellence Dialogue",2024-06-22,Completed
"Environmental Awareness Dialogue",2024-03-12,Completed
"Creative Community Outreach Bootcamp",2024-11-17,Completed
"Community Outreach and Financial Literacy Symposium",2026-07-01,Upcoming
"Health Awareness and STEM Summit",2025-11-14,Completed
"Interdepartmental Cybersecurity Learning Session",2025-04-02,Completed
"Nursing Care Expo",2026-05-23,Upcoming
"Mental Health Assembly",2026-02-11,Completed
"Public Speaking Congress",2026-01-24,Completed
"Service Learning and Debate Orientation",2024-12-05,Completed
"Community Outreach Symposium",2026-12-23,Upcoming
"Creative Hospitality Symposium",2025-02-08,Completed
"Environmental Awareness Conference",2026-02-12,Completed
"University-Wide Psychology Series",2025-08-12,Completed
"Career Development and Sustainability Bootcamp",2026-07-29,Upcoming
"Wellness Seminar",2024-01-25,Completed
"STEM and Psychology Orientation",2023-10-07,Completed
"Service Learning Orientation",2023-05-23,Completed
"Business Management Forum",2025-12-18,Completed
"Business Management Training",2026-05-25,Upcoming
"Teacher Training and Student Government Assembly",2025-02-15,Completed
"Science Education Colloquium",2023-03-01,Completed
"Data Analytics Workshop",2023-08-17,Completed
"Young Leaders Volunteerism Camp",2025-09-16,Completed
"Entrepreneurship Expo",2023-11-10,Completed
"Wellness and Community Outreach Conference",2026-06-09,Upcoming
"Regional Student Government Conference",2025-04-20,Completed
"Student Science Education Assembly",2025-01-02,Completed
"Inclusive Campus Journalism Workshop",2025-06-13,Completed
"STEM and Student Government Seminar",2023-06-21,Completed
"Data Analytics Summit",2025-08-27,Completed
"Mental Health Summit",2025-03-31,Completed
"Leadership Learning Session",2023-07-06,Completed
"Cybersecurity Expo",2026-02-12,Completed
"Inclusive Education Learning Session",2023-05-29,Completed
"Faculty Science Education Expo",2025-06-06,Completed
"Research and Mental Health Orientation",2024-03-04,Completed
"Science Education Fair",2026-06-24,Upcoming
"Innovation Training",2023-08-27,Completed
"Volunteerism Series",2023-04-23,Completed
"Inclusive Robotics Series",2023-10-02,Completed
"Data Analytics Workshop",2023-05-14,Completed
"Arts and Culture and Innovation Showcase",2025-11-08,Completed
"Faculty Psychology Series",2024-12-13,Completed
"Sustainability Training",2026-10-28,Upcoming
"Wellness Series",2026-12-12,Upcoming
"Data Analytics Seminar",2024-01-19,Completed
"Inclusive Nursing Care Dialogue",2023-11-07,Completed
"Hospitality and Wellness Seminar",2026-06-10,Upcoming
"Language and Literature and Alumni Engagement Workshop",2025-06-25,Completed
"Alumni Engagement Bootcamp",2023-12-26,Completed
"Regional Inclusive Education Bootcamp",2024-11-06,Completed
"Business Management and Wellness Forum",2023-05-29,Completed
"Inclusive Research Mentoring Day",2026-05-24,Upcoming
"Regional Career Development Seminar",2023-04-11,Completed
"Public Speaking and Media Production Summit",2024-08-22,Completed
"Young Leaders Volunteerism Workshop",2023-09-18,Completed
"Alumni Engagement Training",2026-09-25,Upcoming
"Community Digital Literacy Conference",2024-04-12,Completed
"Regional Arts and Culture Congress",2024-05-05,Completed
"Hospitality Expo",2025-10-23,Completed
"Alumni Engagement and Health Awareness Congress",2024-11-19,Completed
"Debate Summit",2023-09-23,Completed
"Academic Excellence and Mental Health Seminar",2026-09-17,Upcoming
"Hospitality Seminar",2025-04-07,Completed
"Tourism and Academic Excellence Congress",2026-11-04,Upcoming
"Interdepartmental Cybersecurity Conference",2025-10-26,Completed
"Teaching Excellence and Robotics Seminar",2024-04-11,Completed
"Campus Robotics Mentoring Day",2023-11-06,Completed
"University-Wide Athletics Congress",2026-08-18,Upcoming
"Leadership Expo",2024-05-11,Completed
"Health Awareness and Academic Excellence Showcase",2023-06-13,Completed
"Wellness and Volunteerism Forum",2023-08-30,Completed
"Student Government and Financial Literacy Seminar",2026-09-12,Upcoming
"Sustainability and Volunteerism Learning Session",2026-08-25,Upcoming
"Psychology and Athletics Training",2026-07-21,Upcoming
"Hospitality Workshop",2024-12-22,Completed
"Regional Arts and Culture Dialogue",2023-12-15,Completed
"Digital Literacy Bootcamp",2025-06-02,Completed
"Nursing Care and Media Production Orientation",2025-01-22,Completed
"STEM Assembly",2025-07-15,Completed
"Athletics and Environmental Awareness Bootcamp",2025-12-06,Completed
"Student Science Education Camp",2025-03-07,Completed
"Mental Health and Hospitality Learning Session",2023-02-13,Completed
"Campus Journalism and Community Outreach Seminar",2026-10-15,Upcoming
"Wellness Conference",2023-04-10,Completed
"University-Wide Psychology Colloquium",2023-11-18,Completed
"Teacher Training and Teaching Excellence Learning Session",2026-08-07,Upcoming
"Arts and Culture and Science Education Bootcamp",2023-05-05,Completed
"Community Research Congress",2026-12-11,Upcoming
"Community Athletics Seminar",2023-12-20,Completed
"Campus Journalism and Robotics Seminar",2025-02-28,Completed
"Health Awareness Expo",2023-03-05,Completed
"Creative Sustainability Showcase",2026-01-13,Completed
"Future-Ready Sustainability Symposium",2026-07-10,Upcoming
"Regional Data Analytics Camp",2025-07-14,Completed
"University-Wide Teaching Excellence Forum",2023-07-16,Completed
"Campus Arts and Culture Showcase",2024-01-11,Completed
"Academic Excellence and Campus Journalism Camp",2023-11-06,Completed
"Robotics and Career Development Expo",2025-02-16,Completed
"Volunteerism and Teacher Training Conference",2023-07-11,Completed
"Student Media Production Learning Session",2025-05-16,Completed
"Language and Literature Series",2026-07-25,Upcoming
"Research Series",2026-09-05,Upcoming
"Hospitality Mentoring Day",2026-04-10,Completed
"Digital Literacy Colloquium",2023-10-10,Completed
"Mental Health and Service Learning Training",2026-06-10,Upcoming
"Debate and Athletics Fair",2025-02-03,Completed
"Health Awareness and Alumni Engagement Conference",2024-10-29,Completed
"Science Education Conference",2024-11-18,Completed
"Inclusive Education Colloquium",2023-03-06,Completed
"Environmental Awareness Fair",2024-08-19,Completed
"Financial Literacy Fair",2026-08-06,Upcoming
"Disaster Preparedness and Mental Health Orientation",2023-11-21,Completed
"Science Education and Business Management Conference",2026-03-23,Completed
"Alumni Engagement Conference",2024-10-15,Completed
"Wellness Dialogue",2023-05-13,Completed
"Interdepartmental Disaster Preparedness Dialogue",2023-08-07,Completed
"Digital Literacy and Robotics Camp",2026-09-27,Upcoming
"Faculty Leadership Bootcamp",2025-06-19,Completed
"Inclusive Education and Disaster Preparedness Orientation",2025-11-08,Completed
"Future-Ready Health Awareness Summit",2024-10-01,Completed
"Debate Summit",2026-12-24,Upcoming
"Industry-Academe Leadership Learning Session",2025-02-02,Completed
"Public Speaking Forum",2023-07-16,Completed
"Psychology Forum",2023-09-15,Completed
"Applied Inclusive Education Training",2025-09-02,Completed
"Innovation and Nursing Care Symposium",2025-07-14,Completed
"Student Government Summit",2026-07-24,Upcoming
"Interdepartmental Athletics Mentoring Day",2026-12-02,Upcoming
"Applied Leadership Symposium",2025-04-20,Completed
"Financial Literacy Training",2024-09-18,Completed
"Media Production and Career Development Congress",2024-12-23,Completed
"Community Service Learning Camp",2024-03-15,Completed
"Inclusive Sustainability Learning Session",2023-06-18,Completed
"Business Management Showcase",2025-05-01,Completed
"Industry-Academe Business Management Summit",2023-05-30,Completed
"University-Wide Cybersecurity Congress",2023-02-16,Completed
"Media Production and Teaching Excellence Summit",2023-05-12,Completed
"Faculty Inclusive Education Workshop",2023-03-25,Completed
"Teacher Training Fair",2024-12-25,Completed
"Mental Health Summit",2025-07-06,Completed
"Interdepartmental Business Management Series",2023-03-05,Completed
"Language and Literature Learning Session",2026-05-19,Upcoming
"Psychology and Teaching Excellence Workshop",2023-03-28,Completed
"Creative Financial Literacy Assembly",2024-05-08,Completed
"Alumni Engagement and Inclusive Education Forum",2024-11-15,Completed
"Future-Ready Psychology Camp",2026-10-29,Upcoming
"Industry-Academe Business Management Seminar",2026-01-02,Completed
"Hospitality and Volunteerism Congress",2024-03-31,Completed
"Data Analytics Dialogue",2023-04-19,Completed
"Inclusive Education Series",2023-09-28,Completed
"Teacher Training and Alumni Engagement Bootcamp",2025-06-18,Completed
"Community Leadership Dialogue",2023-05-18,Completed
"Mental Health and Service Learning Fair",2026-10-19,Upcoming
"Future-Ready Inclusive Education Dialogue",2025-02-06,Completed
"Tourism Colloquium",2024-08-09,Completed
"Leadership and Community Outreach Fair",2025-08-15,Completed
"Campus Journalism Seminar",2026-04-15,Completed
"Data Analytics and STEM Congress",2025-09-24,Completed
"Sustainability and Service Learning Showcase",2024-01-25,Completed
"Arts and Culture and Teaching Excellence Expo",2025-06-09,Completed
"Hospitality and Service Learning Conference",2025-10-30,Completed
"Financial Literacy and Science Education Workshop",2026-01-19,Completed
"Science Education and Robotics Workshop",2024-06-09,Completed
"Debate Showcase",2026-04-23,Upcoming
"Cybersecurity and Public Speaking Training",2026-08-28,Upcoming
"Debate and Wellness Workshop",2026-12-17,Upcoming
"Hospitality Colloquium",2023-09-05,Completed
"Sustainability Colloquium",2023-08-02,Completed
"Future-Ready Cybersecurity Congress",2024-02-25,Completed
"University-Wide Inclusive Education Conference",2025-03-09,Completed
"Community Academic Excellence Expo",2023-12-29,Completed
"Data Analytics Colloquium",2024-04-09,Completed
"Psychology and Community Outreach Mentoring Day",2023-02-20,Completed
"Sustainability and Financial Literacy Series",2023-08-02,Completed
"Student Entrepreneurship Workshop",2023-05-04,Completed
"Faculty Career Development Bootcamp",2023-01-27,Completed
"Young Leaders Academic Excellence Expo",2026-04-21,Ongoing
"Leadership Colloquium",2025-07-17,Completed
"Media Production and STEM Mentoring Day",2025-07-19,Completed
"Entrepreneurship and Business Management Showcase",2023-06-25,Completed
"Future-Ready Research Workshop",2025-04-16,Completed
"Business Management and Arts and Culture Series",2025-12-27,Completed
"Campus Journalism Series",2026-08-25,Upcoming
"Robotics Camp",2024-09-10,Completed
"Student Government Fair",2026-01-28,Completed
"Disaster Preparedness Expo",2023-06-18,Completed
"Financial Literacy and Alumni Engagement Symposium",2025-01-08,Completed
"Engineering Design Colloquium",2026-12-09,Upcoming
"Psychology and Tourism Learning Session",2024-12-03,Completed
"Teacher Training Series",2024-01-03,Completed
"Community Outreach Summit",2023-07-22,Completed
"Interdepartmental Digital Literacy Fair",2026-06-02,Upcoming
"Arts and Culture Dialogue",2025-10-14,Completed
"Athletics and Entrepreneurship Fair",2026-08-21,Upcoming
"Disaster Preparedness Symposium",2026-09-21,Upcoming
"Campus Arts and Culture Dialogue",2023-01-21,Completed
"Faculty Hospitality Summit",2023-03-29,Completed
"Volunteerism Conference",2026-03-24,Completed
"Career Development Fair",2025-09-20,Completed
"Nursing Care Symposium",2023-01-25,Completed
"Robotics Fair",2026-02-11,Completed
"Campus Journalism and STEM Dialogue",2023-04-04,Completed
"Arts and Culture and Business Management Expo",2025-10-30,Completed
"Arts and Culture Summit",2026-06-08,Upcoming
"Inclusive Education Summit",2024-04-09,Completed
"Arts and Culture and Disaster Preparedness Dialogue",2025-06-12,Completed
"Public Speaking and Volunteerism Dialogue",2025-09-23,Completed
"Teacher Training Colloquium",2026-04-02,Completed
"Future-Ready Campus Journalism Expo",2026-04-06,Completed
"Service Learning and Psychology Training",2023-10-06,Completed
"Community Mental Health Colloquium",2025-05-24,Completed
"Engineering Design and Media Production Camp",2024-11-12,Completed
"Engineering Design Assembly",2026-09-17,Upcoming
"Hospitality and Alumni Engagement Showcase",2023-01-08,Completed
"Regional Teaching Excellence Assembly",2023-01-04,Completed
"Nursing Care Series",2023-12-29,Completed
"Faculty Sustainability Orientation",2024-02-23,Completed
"Entrepreneurship Learning Session",2026-04-19,Completed
"Interdepartmental Hospitality Series",2024-04-13,Completed
"Campus Journalism Bootcamp",2024-07-09,Completed
"Volunteerism Assembly",2026-07-03,Upcoming
"Debate Conference",2023-10-16,Completed
"Annual Media Production Camp",2025-02-09,Completed
"Young Leaders Sustainability Learning Session",2025-12-05,Completed
"Faculty Student Government Fair",2026-04-15,Completed
